20180745785	274
20180403139	366
20180473238	182
20180468862	670
20180043107	345
20180097169	194
20180456498	145
20180028447	250
20180595991	317
20180441045	686
20180581236	30
20180270035	674
20180340127	78
20180035324	296
20180621373	136
20180029819	433
20180634901	454
20180002626	537
20180305836	609
20180071145	343
20180434995	268
20180293950	221
20180381846	486
20180647239	177
20180025664	382
20180259738	733
20180211492	147
20180146674	436
20180277141	362
20180580483	354
20180054302	740
20180625939	319
20180198142	201
20180449726	611
20180223435	535
20180469407	131
20180673247	114
20180525942	545
20180694305	2
20180442833	533
20180723916	164
20180739047	681
20180285127	676
20180204670	521
20180638342	165
20180316412	748
20180494920	605
20180346114	259
20180214072	620
20180715880	267
20180235125	394
20180753618	725
20180174970	638
20180741878	589
20180397388	177
20180128449	214
20180570051	669
20180351941	221
20180447646	542
20180190283	227
20180501735	323
20180618661	85
20180018842	665
20180042349	719
20180038473	472
20180356496	8
20180207859	561
20180390079	48
20180367686	237
20180192566	74
20180699534	245
20180118794	697
20180510429	220
20180190744	220
20180696285	385
20180372072	97
20180315907	607
20180302998	173
20180513167	640
20180299669	663
20180468193	37
20180110832	428
20180091703	326
20180064684	486
20180439858	541
20180060366	471
20180237977	11
20180485294	654
20180376435	688
20180686056	624
20180537171	193
20180319561	163
20180662468	62
20180316357	11
20180632821	396
20180240080	642
20180333458	677
20180465510	139
20180367894	14
20180571423	74
20180149254	377
20180647710	61
20180681188	540
20180140479	99
20180423647	191
20180654274	536
20180525531	474
20180319200	24
20180050548	744
20180369771	727
20180274095	332
20180340077	30
20180748618	709
20180125260	122
20180398973	502
20180413373	571
20180515921	275
20180587634	413
20180202377	382
20180724827	33
20180743963	416
20180582816	309
20180329369	486
20180538954	244
20180457672	539
20180510176	724
20180087975	501
20180558635	156
20180720256	115
20180733729	82
20180135326	63
20180426588	146
20180174812	168
20180664295	532
20180344192	593
20180386709	574
20180154462	247
20180651536	213
20180282805	545
20180111327	367
20180434168	102
20180573037	628
20180200966	475
20180607263	278
20180621779	136
20180683887	313
20180253295	708
20180053489	655
20180032075	728
20180588495	114
20180425885	165
20180397799	40
20180663850	692
20180598413	734
20180326378	150
20180447032	135
20180627558	154
20180728937	510
20180510231	277
20180275883	390
20180715464	431
20180633732	604
20180655032	519
20180666430	604
20180109531	298
20180135534	177
20180512672	229
20180350822	137
20180332091	668
20180045603	31
20180573859	89
20180090742	680
20180093322	634
20180361749	559
20180691928	736
20180107654	1
20180710438	117
20180140742	98
20180462514	744
20180274967	571
20180595630	717
20180163572	594
20180747251	133
20180475892	746
20180192160	624
20180362670	35
20180500002	668
20180116561	492
20180330259	554
20180450358	49
20180281636	149
20180410382	707
20180024292	311
20180025506	330
20180741061	386
20180178917	291
20180334835	183
20180101722	116
20180251934	154
20180247181	38
20180286865	161
20180179575	744
20180066809	738
20180031372	121
20180191655	340
20180448765	447
20180094441	616
20180178045	280
20180265040	625
20180577771	237
20180089233	99
20180209325	612
20180046261	147
20180096521	238
20180464544	173
20180209067	693
20180473193	477
20180010617	58
20180750369	626
20180168390	420
20180651694	201
20180158003	409
20180702041	446
20180523857	361
20180278716	72
20180098090	328
20180048133	509
20180405169	163
20180727099	368
20180043315	356
20180151105	527
20180386100	344
20180681654	332
20180012389	514
20180577147	215
20180137148	657
20180478472	489
20180484180	551
20180432138	689
20180166771	352
20180632563	288
20180038468	405
20180536919	664
20180514752	695
20180673302	494
20180175520	114
20180538543	613
20180143678	359
20180680738	738
20180596333	558
20180553559	71
20180348352	738
20180694260	346
20180622800	585
20180302637	375
20180466990	464
20180486047	316
20180086034	368
20180634177	499
20180485547	584
20180404105	103
20180083915	3
20180725490	566
20180416359	249
20180248087	263
20180549891	283
20180694102	386
20180106743	690
20180253087	240
20180301676	72
20180667083	236
20180559338	206
20180045761	685
20180719990	345
20180245354	363
20180708226	422
20180195815	636
20180297594	78
20180174807	154
20180220444	277
20180028705	188
20180601742	173
20180183659	685
20180401728	397
20180641054	191
20180749687	452
20180408220	83
20180444397	694
20180222108	197
20180210829	426
20180513994	348
20180090118	165
20180240333	322
20180149670	738
20180685353	344
20180140281	152
20180316149	685
20180098754	698
20180094902	460
20180413012	197
20180591673	250
20180052217	74
20180433470	376
20180513583	706
20180652858	329
20180534017	232
20180518704	321
20180135276	2
20180224970	625
20180652660	158
20180130716	698
20180195349	516
20180348763	82
20180378876	480
20180049713	497
20180015390	24
20180155418	92
20180252900	626
20180094847	583
20180382401	602
20180657473	127
20180158414	606
20180343276	18
20180000754	240
20180309069	368
20180527556	651
20180516990	354
20180356754	97
20180425935	457
20180630686	541
20180037820	264
20180557313	549
20180700159	5
20180044642	636
20180090331	335
20180464955	422
20180253400	313
20180630478	212
20180006483	186
20180640970	664
20180243532	155
20180147169	678
20180032897	415
20180113149	119
20180449468	38
20180173019	650
20180066353	534
20180523649	633
20180647036	610
20180683273	597
20180015638	488
20180091906	440
20180341712	554
20180348347	704
20180354313	544
20180037612	572
20180087361	656
20180137203	476
20180419410	471
20180076369	674
20180220647	112
20180650209	290
20180332547	579
20180368444	386
20180020593	249
20180288479	493
20180274298	150
20180275725	412
20180728273	71
20180527972	134
20180317734	197
20180198756	638
20180087614	136
20180272729	622
20180706820	90
20180520505	144
20180453557	415
20180492369	749
20180513841	588
20180718302	111
20180243269	31
20180138891	690
20180563021	534
20180556139	292
20180416409	335
20180401059	532
20180004711	670
20180403297	700
20180226634	303
20180685759	656
20180258366	246
20180245151	244
20180223227	536
20180257871	547
20180370037	261
20180739874	18
20180562927	239
20180327289	538
20180312921	179
20180354674	352
20180751077	329
20180357101	7
20180225673	63
20180594659	225
20180375321	198
20180115848	703
20180412462	202
20180123591	570
20180545984	623
20180581394	505
20180114318	110
20180654690	558
20180003953	180
20180492424	532
20180013360	689
20180119289	233
20180274611	343
20180063149	283
20180315243	139
20180666167	401
20180335801	622
20180062193	349
20180718252	123
20180230931	53
20180007647	485
20180486716	328
20180006117	118
20180313158	80
20180507925	546
20180467693	373
20180722494	262
20180018634	287
20180231995	301
20180002220	74
20180159889	5
20180063001	489
20180206492	112
20180075721	177
20180380727	315
20180251731	304
20180460018	738
20180560030	134
20180583063	398
20180753420	268
20180241705	5
20180467277	417
20180505176	57
20180601326	349
20180597452	581
20180078870	289
20180089852	469
