20180326197	389
20180473676	292
20180061973	680
20180751362	667
20180354899	192
20180424585	462
20180420267	89
20180679306	521
20180638206	451
20180691083	494
20180572411	571
20180203212	408
20180683811	34
20180565123	572
20180660312	471
20180005233	653
20180252198	30
20180332010	740
20180013016	451
20180148826	566
20180162064	90
20180135759	42
20180634046	108
20180529510	540
20180584462	120
20180038961	503
20180553017	669
20180661787	142
20180378329	482
20180347666	438
20180022284	600
20180098420	67
20180591279	38
20180102710	212
20180267498	341
20180613915	477
20180132149	252
20180359817	189
20180527009	171
20180029385	122
20180307274	129
20180257735	3
20180518676	169
20180380957	427
20180468057	455
20180301803	525
20180549141	206
20180117286	708
20180369219	336
20180599549	154
20180018503	464
20180671502	173
20180487649	279
20180390409	36
20180534455	640
20180328282	394
20180015715	438
20180230126	621
20180574030	52
20180679667	395
20180543407	104
20180223873	174
20180010847	716
20180335362	9
20180307938	635
20180708714	500
20180291481	399
20180443563	517
20180102863	283
20180195431	257
20180502470	552
20180364098	564
20180463239	63
20180511372	556
20180570534	210
20180113434	586
20180592195	37
20180499086	236
20180613043	417
20180170521	376
20180720075	47
20180371797	617
20180723888	104
20180465527	709
20180056146	579
20180451807	684
20180395901	575
20180626932	719
20180723324	184
20180209808	84
20180565331	343
20180399961	99
20180218873	225
20180486282	660
20180668943	403
20180689277	632
20180339264	577
20180071994	137
20180220669	745
20180268925	734
20180456778	692
20180038698	119
20180096132	741
20180401339	79
20180661629	243
20180734459	601
20180200627	71
20180113181	168
20180612285	44
20180393360	564
20180021007	478
20180113023	256
20180706431	280
20180082099	667
20180394271	8
20180334238	385
20180240097	288
20180548844	725
20180495848	635
20180174576	680
20180227206	352
20180652063	215
20180686539	236
20180323930	49
20180256408	347
20180453376	153
20180464824	582
20180481053	436
20180346344	567
20180230537	457
20180555508	631
20180306616	208
20180218254	631
20180133734	52
20180468676	558
20180707748	326
20180223249	230
20180713917	516
20180630605	634
20180368932	527
20180621192	330
20180310908	149
20180288606	14
20180247456	49
20180664778	72
20180403785	420
20180511630	230
20180641334	82
20180060388	157
20180749556	203
20180157480	25
20180371233	168
20180014551	584
20180438097	736
20180040088	365
20180089919	692
20180524592	302
20180519795	660
20180069624	657
20180738213	644
20180186058	652
20180285565	499
20180541327	384
20180482167	252
20180472612	316
20180292392	74
20180365530	628
20180728345	78
20180594117	320
20180063998	73
20180548230	399
20180061765	101
20180078679	211
20180140200	273
20180475142	662
20180220674	511
20180042579	320
20180481717	413
20180130738	471
20180746204	469
20180444885	298
20180713456	680
20180052244	247
20180259404	352
20180126446	517
20180603839	170
20180469231	152
20180308646	36
20180565073	677
20180667358	232
20180066628	225
20180321379	548
20180353166	220
20180193138	710
20180705262	599
20180245842	557
20180586750	194
20180714986	55
20180611424	594
20180355662	704
20180361212	393
20180704088	527
20180185202	319
20180339933	515
20180283946	570
20180552933	121
20180081857	102
20180454803	50
20180383695	410
20180465319	311
20180570479	704
20180299340	74
20180369843	551
20180719854	746
20180381665	696
20180682592	139
20180682795	542
20180666858	610
20180115261	590
20180505045	349
20180330544	443
20180125485	628
20180676879	171
20180435414	656
20180060646	93
20180061968	665
20180164971	214
20180168051	121
20180635215	717
20180198417	397
20180482633	605
20180450182	44
20180170263	472
20180409361	691
20180142022	322
20180741336	638
20180652474	105
20180070261	421
20180685786	123
20180392444	313
20180163233	514
20180605919	39
20180267400	206
20180569386	391
20180449084	261
20180397104	712
20180321023	648
20180366797	48
20180181042	446
20180316845	358
20180235766	297
20180066009	117
20180022329	516
20180447673	312
20180239718	416
20180105701	502
20180682181	98
20180244881	82
20180081446	214
20180335357	258
20180638775	304
20180247922	717
20180087383	2
20180073921	329
20180653643	244
20180552878	268
20180300787	674
20180269583	715
20180741286	522
20180336268	220
20180318459	395
20180023859	742
20180374793	737
20180628293	371
20180002856	516
20180577996	258
20180445588	550
20180498378	121
20180681315	163
20180447876	521
20180452049	298
20180681884	414
20180114092	597
20180120256	694
20180271592	506
20180400428	693
20180220877	284
20180697273	506
20180375085	379
20180054482	620
20180271998	410
20180581313	675
20180657337	257
20180502881	503
20180020249	501
20180640829	738
20180413653	451
20180485574	329
20180127149	294
20180524998	316
20180466393	21
20180666913	143
20180724799	174
20180584304	327
20180035143	475
20180209347	539
20180139047	2
20180362692	59
20180011610	527
20180035296	232
20180350433	382
20180134031	110
20180158589	473
20180008585	185
20180274222	312
20180343353	690
20180175537	43
20180314146	560
20180694485	203
20180226448	592
20180241271	705
20180494318	15
20180674596	439
20180579249	202
20180378898	414
20180046278	349
20180209605	148
20180419432	193
20180757136	687
20180437860	601
20180199536	429
20180661431	425
20180355251	652
20180293611	666
20180255858	230
20180438771	609
20180210500	576
20180400383	105
20180276713	743
20180165471	11
20180453629	660
20180125069	196
20180703999	46
20180249897	235
20180623272	252
20180221432	361
20180444940	349
20180051491	77
20180123708	145
20180635368	108
20180140556	455
20180633343	83
20180003767	390
20180336273	693
20180716189	94
20180235771	239
20180480350	65
20180507283	645
20180509616	26
20180350794	301
20180057879	32
20180413906	684
20180536124	455
20180426199	626
20180271023	338
20180654296	647
20180276455	447
20180059756	74
20180026191	466
20180249744	283
20180478286	303
20180107062	246
20180444682	511
20180684103	355
20180015918	187
20180357534	655
20180663050	267
